genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Metanoiamys,marinus,41.1,40.3,4,1,0.0449
Metanoiamys,sp.,42.9,37.8,16,0,NaN
Metarhinus,diploconus,45.0,44.9,1,0,NaN
Metarhinus,fluviatilis,45.0,44.9,1,0,NaN
Metarhinus,parvus,45.2,45.1,1,0,NaN
Metarhinus,pater,44.8,43.7,10,1,0.0526
Metarhinus,sp.,45.2,44.7,4,0,NaN
Metatelmatherium,ultimum,41.7,41.6,1,0,NaN
Metatomarctus,canavus,19.9,18.1,24,1,0.0254
Metatomarctus,sp.,17.2,17.2,1,0,NaN
Metaxytherium,arctodites,20.430,13.600,2,1,1.0000
Metaxytherium,crataegense,21.8,13.650,13,8,0.3594
Metaxytherium,floridanum,13.650,0.012,11,1,0.3333
Metaxytherium,riveroi,15.970,11.608,1,1,1.0000
Metaxytherium,sp.,15.970,11.5,6,1,1.0000
Metechinus,amplior,15.2,11.8,21,1,0.0037
Metechinus,nevadensis,12.2,12.2,1,0,NaN
Metechinus,sp.,15.970,12.1,2,1,0.0303
Metopocetus,durinasus,15.970,13.650,1,1,0.3333
Miacis,australis,37.2,37.2,2,0,NaN
Miacis,cognitus,37.1,37.1,1,0,NaN
Miacis,deutschi,55.6,54.9,9,3,0.0241
Miacis,exiguus,55.7,46.200,40,10,0.0282
Miacis,hargeri,49.5,46.4,4,0,NaN
Miacis,hookwayi,42.9,40.9,3,1,0.0042
Miacis,igniculus,55.800,50.300,1,0,NaN
Miacis,latidens,53.8,46.200,13,0,NaN
Miacis,medius,46.200,40.400,1,0,NaN
Miacis,parvivorus,52.1,46.4,11,3,0.3029
Miacis,petilus,54.3,53.0,14,3,0.0120
Miacis,sp.,55.7,37.0,36,5,0.0242
Miacis,sylvestris,46.200,40.400,1,0,NaN
Miacis,uintensis,44.8,44.7,1,0,NaN
Miacis,washakius,46.200,40.400,1,0,NaN
Michenia,agatensis,24.800,20.430,2,0,NaN
Michenia,exilis,22.0,21.0,4,4,0.1858
Michenia,sp.,21.6,11.7,19,2,0.0034
Michenia,yavapaiensis,11.6,4.900,13,0,NaN
Microcnus,gliriformis,2.588,0.012,1,1,0.2000
Microcosmodon,arcuatus,63.3,63.3,1,0,NaN
Microcosmodon,conus,59.0,55.800,5,1,0.0420
Microcosmodon,harleyi,64.5,64.5,3,0,NaN
Microcosmodon,rosei,57.2,56.6,7,0,NaN
Microcosmodon,sp.,60.2,57.9,4,0,NaN
Microdipodops,megacephalus,0.01882,,1,0,NaN
Microdipodops,sp.,3.0,0.300,2,0,NaN
Microeutypomys,karenae,46.200,40.400,1,1,0.3119
Microeutypomys,tilliei,40.400,37.200,1,0,NaN
Micromomys,antelucanus,55.4,55.0,3,0,NaN
Micromomys,fremdi,58.5,58.5,1,0,NaN
Micromomys,silvercouleei,57.7,57.7,2,0,NaN
Micromomys,sp.,57.7,57.6,1,0,NaN
Micromomys,vossae,58.0,58.0,1,0,NaN
Micromysticetus,rothauseni,33.900,28.400,2,2,1.0000
Microparamys,bayi,53.2,53.2,1,0,NaN
Microparamys,cheradius,56.8,53.9,5,1,0.0182
Microparamys,dubius,43.0,37.200,8,1,0.0081
Microparamys,hunterae,55.1,54.1,2,0,NaN
Microparamys,minutus,50.1,43.7,49,10,0.0502
Microparamys,nimius,40.400,37.200,1,0,NaN
Microparamys,perfossus,37.3,37.3,3,0,NaN
Microparamys,sambucus,49.8,49.7,1,0,NaN
Microparamys,solidus,42.5,42.4,1,1,0.0274
Microparamys,sp.,56.8,39.7,26,3,0.0253
Microparamys,tricus,40.5,39.7,9,3,0.0202
Microparamys,woodi,42.9,40.7,14,1,0.0084
Micropternodus,borealis,37.2,34.9,11,1,0.0741
Micropternodus,montrosensis,37.2,37.1,3,0,NaN
Micropternodus,morgani,30.800,20.430,1,0,NaN
Micropternodus,sp.,41.6,33.300,4,0,NaN
Microsus,cuspidatus,49.5,46.3,19,7,0.1535
Microsus,sp.,50.300,46.200,3,1,1.0000
Microsyops,angustidens,55.7,46.200,42,6,0.0366
Microsyops,annectens,49.0,45.2,13,0,NaN
Microsyops,cardiorestes,54.1,53.2,7,3,0.0227
Microsyops,elegans,52.0,46.4,62,28,0.1325
Microsyops,knightensis,52.6,46.200,6,1,0.1000
Microsyops,kratos,43.8,43.7,4,1,0.0526
Microsyops,latidens,55.7,52.5,40,13,0.0435
Microsyops,scottianus,52.4,46.200,33,0,NaN
Microsyops,sp.,53.1,43.3,22,2,0.0561
Microtomarctus,conferta,16.5,13.7,33,0,NaN
Microtus,australis,1.6,0.7,2,0,NaN
Microtus,californicus,0.8,0.012,14,3,0.1043
Microtus,chrotorrhinus,0.9,0.0294,11,0,NaN
Microtus,cumberlandensis,0.9,0.4,4,0,NaN
Microtus,guildayi,0.9,0.4,2,0,NaN
Microtus,hibbardi,0.126,0.012,3,0,NaN
Microtus,involutus,0.9,0.8,1,0,NaN
Microtus,llanensis,0.6,0.4,9,0,NaN
Microtus,longicaudus,0.0335,0.012,4,2,0.0274
Microtus,mcnowni,0.3,0.3,2,0,NaN
Microtus,meadensis,0.9,0.2,24,1,0.0194
Microtus,mexicanus,0.126,0.012,3,1,0.0010
Microtus,miurus,1.800,0.012,2,0,NaN
Microtus,montanus,0.01882,0.012,3,0,NaN
Microtus,morlani,0.781,0.126,1,1,0.1880
Microtus,ochrogaster,0.9,0.0294,20,0,NaN
Microtus,oeconomus,1.800,0.012,2,0,NaN
Microtus,paroperarius,0.781,0.2,32,2,0.0922
Microtus,pennsylvanicus,0.9,0.000,93,6,0.1722
Microtus,richardsoni,0.0335,0.0231,1,1,0.0011
Microtus,sp.,1.6,0.00946,95,7,0.0999
Microtus,xanthognathus,1.800,0.0294,17,2,0.3323
Microtus,zanthognathus,0.126,0.012,5,0,NaN
Mictomys,borealis,0.9,0.000,18,2,0.0018
Mictomys,kansasensis,1.3,0.7,13,3,0.0344
Mictomys,meltoni,0.6,0.3,12,0,NaN
Mictomys,sp.,1.800,0.781,7,4,0.0385
Mictomys,vetus,3.0,0.8,25,9,0.2064
Migmacastor,procumbodens,24.800,20.430,1,0,NaN
Mimatuta,makpialutae,65.3,64.0,1,0,NaN
Mimatuta,minuial,65.2,65.2,9,1,0.0076
Mimatuta,morgoth,65.2,65.1,19,2,0.0552
Mimatuta,sp.,65.3,64.0,24,4,0.0793
Mimetodon,churchilli,57.7,57.7,1,0,NaN
Mimetodon,krausei,63.300,61.700,1,0,NaN
Mimetodon,silberlingi,63.300,58.0,14,0,NaN
Mimetodon,sp.,63.300,60.3,2,0,NaN
Mimomys,dakotaensis,1.800,0.300,2,1,0.0769
Mimomys,fricki,3.0,3.0,1,0,NaN
Mimomys,magilli,4.6,3.0,2,0,NaN
Mimomys,mcknighti,4.5,4.0,2,0,NaN
Mimomys,panacaensis,4.6,4.6,1,0,NaN
Mimomys,parvus,2.8,1.4,35,20,0.6527
Mimomys,primus,3.9,3.7,12,0,NaN
Mimomys,sp.,3.9,2.8,3,2,0.0645
Mimomys,taylori,3.9,3.2,11,0,NaN
Mimomys,virginianus,0.8,0.3,6,0,NaN
Mimoperadectes,houdei,55.0,55.0,1,0,NaN
Mimoperadectes,labrus,56.3,54.5,9,0,NaN
Mimoperadectes,sowasheensis,55.800,50.300,1,0,NaN
Mimoperadectes,sp.,55.3,54.9,2,0,NaN
Mimotricentes,fremontensis,60.4,58.3,5,0,NaN
Mimotricentes,sp.,62.2,60.4,7,0,NaN
Mimotricentes,subtrigonus,62.2,59.8,32,1,0.0370
Mimotricentes,tedfordi,60.4,60.2,2,0,NaN
Mingotherium,holtae,56.800,55.800,1,0,NaN
Miniochoerus,affinis,33.8,33.4,37,0,NaN
Miniochoerus,chadronensis,36.2,33.7,6,0,NaN
Miniochoerus,forsythae,36.1,35.2,11,0,NaN
Miniochoerus,gracilis,36.3,33.4,36,0,NaN
Miniochoerus,sp.,33.6,33.6,5,0,NaN
Miniochoerus,starkensis,33.4,31.1,18,0,NaN
Minippus,index,53.0,52.2,16,0,NaN
Mioclaenus,sp.,63.300,61.700,5,0,NaN
Mioclaenus,turgidus,62.0,61.7,16,2,0.1386
Miocnus,antillensis,2.588,0.012,1,1,0.4000
Miocyon,magnus,40.400,37.200,1,0,NaN
Miocyon,major,49.0,48.9,2,0,NaN
Miocyon,scotti,44.8,41.5,9,0,NaN
Miocyon,sp.,45.3,39.3,4,2,0.0016
Miocyon,vallisrubrae,44.8,44.2,2,0,NaN
Miodelphis,californicus,28.400,23.030,1,1,0.1429
Mioheteromys,amplissimus,14.8,11.8,7,1,0.0210
Mioheteromys,arcarius,15.9,15.9,2,0,NaN
Mioheteromys,sp.,15.970,11.8,6,2,0.1534
Miohippus,anceps,28.3,28.2,1,0,NaN
Miohippus,annectens,32.6,28.2,3,0,NaN
Miohippus,assiniboiensis,32.6,32.5,1,0,NaN
Miohippus,equiceps,31.4,24.800,11,8,0.0527
Miohippus,equinanus,30.800,23.1,10,8,0.1115
Miohippus,gemmarosae,24.8,21.4,5,3,0.4463
Miohippus,gidleyi,33.900,32.5,4,0,NaN
Miohippus,grandis,36.9,33.6,6,0,NaN
Miohippus,intermedius,32.6,25.7,6,0,NaN
Miohippus,obliquidens,34.9,30.2,10,0,NaN
Miohippus,sp.,33.7,15.970,34,0,NaN
Miolabis,californicus,24.800,20.430,2,0,NaN
Miolabis,fissidens,20.430,13.6,2,0,NaN
Miolabis,fricki,16.6,13.600,10,0,NaN
Miolabis,longiceps,15.970,13.600,1,0,NaN
Miolabis,sp.,19.2,11.8,15,1,0.0032
Miomustela,madisonae,15.970,13.600,4,0,NaN
Miomustela,sp.,18.4,13.600,6,3,0.0025
Miomyotis,floridanus,20.430,15.970,1,0,NaN
Mionictis,angustidens,11.8,11.8,1,0,NaN
Mionictis,elegans,20.430,15.970,1,0,NaN
Mionictis,incertus,20.430,15.970,1,0,NaN
Mionictis,letifer,17.1,17.1,1,0,NaN
Mionictis,pristinus,15.970,11.9,4,0,NaN
Mionictis,sp.,15.970,7.4,7,0,NaN
Miopetaurista,webbi,3.7,3.6,1,0,NaN
Miosciurus,ballovianus,30.800,20.430,1,0,NaN
Miosicista,angulus,15.970,13.600,1,0,NaN
Miospermophilus,bryanti,20.0,20.0,1,0,NaN
Miospermophilus,lavertyi,11.7,11.7,1,0,NaN
Miospermophilus,sp.,29.3,13.8,25,3,0.0106
Miospermophilus,wyomingensis,18.2,13.600,11,1,0.0545
Miotapirus,harrisonensis,22.2,21.5,3,0,NaN
Miotapirus,sp.,20.430,13.600,2,0,NaN
Miotylopus,gibbi,30.8,23.2,9,1,0.1667
Miotylopus,leonardi,25.2,23.5,5,0,NaN
Miotylopus,taylori,25.0,24.9,2,0,NaN
Miracinonyx,inexpectatus,3.0,0.012,16,2,0.5774
Miracinonyx,sp.,3.3,0.3,3,0,NaN
Miracinonyx,studeri,4.2,0.012,8,1,0.0033
Mirounga,angustirostris,0.126,0.012,3,1,1.0000
Mithrandir,gillianus,64.8,63.7,17,11,0.3466
Mixocetus,elysius,11.608,7.246,1,0,NaN
Mixodectes,malaris,66.043,60.0,11,1,0.0370
Mixodectes,pungens,63.300,61.700,3,0,NaN
Mixodectes,sp.,63.300,59.8,3,0,NaN
Mixotoxodon,larensis,0.7,0.7,2,0,NaN
Mixotoxodon,sp.,0.7,0.7,1,0,NaN
Mojavemys,alexandrae,15.1,14.0,2,0,NaN
Mojavemys,galushai,15.970,13.1,2,0,NaN
Mojavemys,lophatus,15.1,13.9,17,0,NaN
Mojavemys,magnumarcus,14.8,14.7,2,0,NaN
Mojavemys,sp.,15.970,14.7,2,0,NaN
Mojavemys,wilsoni,12.5,12.5,1,0,NaN
Molossus,molossus,0.0043,0.00256,1,0,NaN
Monachus,tropicalis,3.600,0.000,22,22,0.8727
Monodon,monoceros,0.126,0.000,3,3,1.0000
Monodon,sp.,5.332,3.600,1,0,NaN
Monosaulax,curtus,20.430,13.8,13,0,NaN
Monosaulax,pansus,14.0,11.9,6,0,NaN
Monosaulax,progressus,13.8,13.8,1,0,NaN
Monosaulax,skinneri,15.970,13.600,8,0,NaN
Monosaulax,sp.,19.9,12.0,14,2,0.0079
Monosaulax,tedi,15.970,13.600,1,0,NaN
Monosaulax,typicus,14.7,14.7,1,0,NaN
Monotherium,aberratum,2.588,0.012,1,0,NaN
Monotherium,rousseaui,2.588,0.012,1,0,NaN
Monotherium,wymani,15.970,13.650,1,1,1.0000
Montanatylopus,matthewi,37.0,36.9,2,0,NaN
Mookomys,altifluminis,15.970,13.600,1,0,NaN
Mookomys,formicarum,14.2,14.0,7,0,NaN
Mookomys,sp.,22.2,20.1,4,0,NaN
Mookomys,subtilis,14.0,14.0,2,0,NaN
Mookomys,thrinax,15.970,13.600,1,0,NaN
Mormoops,blainvillei,0.0043,0.00256,1,0,NaN
Mormoops,megalophyla,0.012,0.000,1,0,NaN
Mormoops,megalophylla,0.126,0.012,1,0,NaN
Moropus,elatus,23.0,20.8,6,1,0.5514
Moropus,hollandi,20.7,20.7,3,0,NaN
Moropus,merriami,17.2,13.600,5,0,NaN
Moropus,oregonensis,26.300,15.970,5,0,NaN
Moropus,sp.,25.0,13.600,12,0,NaN
Morrillia,barbouri,0.7,0.6,4,0,NaN
Mustelavus,priscus,35.9,35.5,2,0,NaN
Mustelavus,sp.,33.5,24.800,2,1,0.2198
Mustela,americana,0.3,0.012,10,1,0.0009
Mustela,armines,0.0294,0.0294,1,0,NaN
Mustela,erminea,0.6,0.012,11,2,0.0031
Mustela,fenata,0.0294,0.0294,1,0,NaN
Mustela,frenata,4.900,0.00946,24,2,0.0020
Mustela,jacksoni,2.588,0.781,1,0,NaN
Mustela,meltoni,3.5,3.5,1,0,NaN
Mustela,nigripes,0.3,0.012,11,1,0.0009
Mustela,nivalis,0.6,0.012,10,1,0.0003
Mustela,nobilis,0.0151,0.012,4,0,NaN
Mustela,rexroadensis,7.3,2.5,10,0,NaN
Mustela,sp.,13.8,0.000,25,4,0.0072
Mustela,vison,0.9,0.012,13,0,NaN
Mylagaulus,cambridgensis,10.300,4.900,1,0,NaN
Mylagaulus,elassos,11.5,11.5,1,0,NaN
Mylagaulus,kinseyi,11.0,10.9,2,0,NaN
Mylagaulus,sesquipedalis,15.970,11.9,2,0,NaN
Mylagaulus,sp.,15.970,11.9,3,1,0.0588
Mylanodon,rosei,57.7,57.6,1,0,NaN
Mylodon,sp.,0.126,0.012,1,0,NaN
Mylohyus,elmorei,7.9,7.8,2,0,NaN
Mylohyus,floridanus,3.7,2.2,4,0,NaN
Mylohyus,fossilis,0.9,0.02987,39,5,0.1067
Mylohyus,sp.,1.6,0.012,18,1,0.0005
Myodes,gaperi,0.0294,0.0294,1,0,NaN
Myodes,gapperi,0.9,0.000,31,2,0.0114
Myodes,rutilus,1.800,0.012,3,2,0.2801
Myodes,sp.,0.9,0.012,12,2,0.0891
Myotis,austroriparius,1.6,0.012,9,0,NaN
Myotis,griscens,0.126,0.000,1,0,NaN
Myotis,grisescens,0.9,0.0294,7,0,NaN
Myotis,keeni,0.126,0.000,2,0,NaN
Myotis,keenii,0.126,0.012,3,0,NaN
Myotis,leibi,0.4,0.4,2,0,NaN
Myotis,leibii,0.0294,0.0294,2,0,NaN
Myotis,lucifugus,0.3,0.012,8,1,0.0005
Myotis,sp.,29.3,0.000,40,1,0.0040
Myotis,thysanodes,1.800,0.012,3,0,NaN
Myotis,velifer,1.800,0.000,5,1,0.0153
Myotis,yumanensis,11.7,11.7,1,0,NaN
Myrmecoboides,montanensis,63.300,60.4,5,1,0.1500
Myrmecoboides,sp.,62.1,58.3,3,0,NaN
Myrmecophaga,tridactyla,4.900,1.800,1,0,NaN
Mysops,fraternus,50.1,50.1,1,0,NaN
Mysops,minimus,46.5,46.4,1,0,NaN
Mysops,parvus,48.1,40.400,3,0,NaN
Mystipterus,martini,20.4,20.0,6,0,NaN
Mystipterus,pacificus,15.8,13.8,3,0,NaN
Mystipterus,sp.,24.8,11.6,16,1,0.0160
Mystipterus,vespertilio,12.2,12.2,1,0,NaN
Mytonolagus,petersoni,42.2,40.6,7,0,NaN
Mytonolagus,sp.,40.5,37.200,2,0,NaN
Mytonolagus,wyomingensis,40.400,37.200,3,0,NaN
Mytonomeryx,scotti,42.5,41.5,2,1,0.0051
Mytonomys,burkei,40.8,40.6,4,2,0.0690
Mytonomys,coelumensis,40.0,40.0,1,1,0.1111
Mytonomys,coloradensis,55.7,46.200,14,0,NaN
Mytonomys,gaitania,37.200,33.900,1,0,NaN
Mytonomys,mytonensis,41.2,40.3,2,0,NaN
Mytonomys,robustus,43.0,39.0,5,1,0.1753
Mytonomys,wortmani,53.7,53.7,2,0,NaN
Namatomys,lloydi,36.0,34.7,8,1,0.0426
Namatomys,sp.,33.900,33.300,2,0,NaN
Nannippus,aztecus,13.650,1.800,29,2,0.0715
Nannippus,beckensis,3.4,3.4,1,0,NaN
Nannippus,lenticularis,8.4,4.900,13,0,NaN
Nannippus,morgani,9.1,8.6,4,0,NaN
Nannippus,peninsulatus,5.5,2.2,53,2,0.0618
Nannippus,sp.,15.970,3.0,44,0,NaN
Nannippus,westoni,11.5,4.900,8,0,NaN
Nannocetus,eremus,11.608,5.332,2,1,1.0000
Nannocetus,sp.,13.650,5.332,5,1,1.0000
Nannodectes,gazini,59.9,59.8,1,0,NaN
Nannodectes,gidleyi,59.6,58.9,7,0,NaN
Nannodectes,intermedius,60.7,60.4,8,0,NaN
Nannodectes,simpsoni,59.4,58.8,6,1,0.8333
Nannodectes,sp.,60.4,58.3,4,0,NaN
Nannolithax,gracilis,15.970,13.650,1,0,NaN
Nannolithax,sp.,13.650,11.608,1,1,0.0612
Nanodelphys,hunti,42.5,33.3,16,1,0.0041
Nanodelphys,sp.,29.3,24.6,8,0,NaN
Nanosiren,garciae,5.332,3.600,1,0,NaN
Nanosiren,sp.,18.9,11.608,6,0,NaN
Nanotragulus,loomisi,27.6,23.0,27,19,0.2745
Nanotragulus,ordinatus,23.5,21.0,9,5,0.4675
Nanotragulus,planiceps,25.9,25.7,2,0,NaN
Nanotragulus,sp.,31.1,21.6,11,2,0.0053
Napaeozapus,insignis,0.9,0.0294,5,0,NaN
Napaeozapus,sp.,0.9,0.8,2,0,NaN
Naranius,americanus,55.800,50.300,1,0,NaN
Nasua,pronarica,3.4,3.4,1,0,NaN
Natalus,stramineus,0.0043,0.00256,1,0,NaN
Natchitochia,jonesi,40.400,37.200,1,1,1.0000
Navahoceros,fricki,0.4,0.012,2,0,NaN
Navahoceros,lascrucensis,2.0,2.0,1,0,NaN
Navahoceros,sp.,2.0,0.012,5,0,NaN
Navajovius,kohlhaasae,59.7,59.5,4,0,NaN
Navajovius,sp.,59.6,59.4,2,0,NaN
Neatocastor,hesperus,26.300,22.3,2,0,NaN
Neatocastor,sp.,28.400,21.8,3,0,NaN
Nebraskomys,mcgrewi,3.0,2.4,3,0,NaN
Nebraskomys,rexroadensis,3.5,3.5,1,0,NaN
Nekrolagus,progressus,4.6,2.6,7,0,NaN
Nekrolagus,sp.,3.6,2.6,4,0,NaN
Neochoerus,aesopi,3.7,0.012,14,7,0.5904
Neochoerus,dichroplax,4.2,1.5,12,0,NaN
Neochoerus,pinckneyi,0.4,0.012,8,5,0.2512
Neochoerus,sp.,4.2,0.012,8,0,NaN
Neocynodesmus,delicatus,30.800,20.430,1,1,1.0000
Neodiacodexis,emryi,48.6,48.5,1,0,NaN
Neofiber,alleni,0.4,0.0294,20,3,0.2638
Neofiber,diluvianus,0.4,0.4,2,1,1.0000
Neofiber,leonardi,0.4,0.02987,9,0,NaN
Neofiber,sp.,0.9,0.8,1,0,NaN
Neohipparion,affine,12.3,11.6,16,0,NaN
Neohipparion,eurystyle,13.600,4.900,47,2,0.1072
Neohipparion,gidleyi,8.4,8.4,3,0,NaN
Neohipparion,leptode,11.2,7.6,13,0,NaN
Neohipparion,sp.,15.970,8.4,22,1,0.2500
Neohipparion,trampasense,11.8,8.7,23,0,NaN
Neoliotomus,conventus,57.7,55.800,8,1,0.0018
Neoliotomus,sp.,60.2,60.2,1,0,NaN
Neoliotomus,ultimus,56.1,54.8,38,6,0.0438
Neoparadoxia,cecilialina,11.608,7.246,1,1,1.0000
Neoparadoxia,repenningi,13.650,11.608,1,1,1.0000
Neoplagiaulax,donaldorum,60.4,60.1,3,0,NaN
Neoplagiaulax,grangeri,63.300,60.5,5,0,NaN
Neoplagiaulax,hazeni,59.2,57.7,13,3,0.1451
Neoplagiaulax,hunteri,63.300,57.9,16,1,0.0095
Neoplagiaulax,jepi,58.3,58.3,1,0,NaN
Neoplagiaulax,kremnus,64.3,63.3,3,1,0.2500
Neoplagiaulax,macintyrei,64.1,62.1,2,0,NaN
Neoplagiaulax,macrotomeus,63.300,61.700,1,1,0.0062
Neoplagiaulax,mckennai,59.8,56.800,5,0,NaN
Neoplagiaulax,nanophus,63.300,58.6,2,0,NaN
Neoplagiaulax,paskapooensis,58.6,58.6,1,0,NaN
Neoplagiaulax,serrator,58.6,58.6,1,0,NaN
Neoplagiaulax,sp.,64.3,58.3,28,1,0.0625
Neotamias,cinereicollis,0.126,0.012,1,1,0.0005
Neotamias,dorsalis,0.01882,0.012,2,0,NaN
Neotamias,malloryi,7.0,7.0,3,0,NaN
Neotamias,sp.,9.7,0.4,9,1,0.0769
Neotherium,mirum,15.970,13.650,1,0,NaN
Neotherium,sp.,20.430,11.608,5,0,NaN
Neotoma,albigula,0.4,0.000,10,1,0.0168
Neotoma,amplidonta,1.800,0.300,1,0,NaN
Neotoma,cinerea,3.1,0.012,12,5,0.0151
Neotoma,findleyi,0.03359,0.02516,2,0,NaN
Neotoma,floridana,0.9,0.000,43,1,0.0226
Neotoma,fossilis,3.4,2.8,16,6,0.1395
Neotoma,fuscipes,0.3,0.012,3,1,0.3663
Neotoma,lepida,0.3,0.012,3,0,NaN
Neotoma,leucopetrica,2.5,2.2,6,0,NaN
Neotoma,mexicana,1.800,0.012,7,1,0.0005
Neotoma,micropus,0.3,0.000,5,1,0.0117
Neotoma,minutus,8.1,8.1,1,0,NaN
Neotoma,ozarkensis,0.4,0.4,2,0,NaN
Neotoma,pygmaea,0.03359,0.02516,1,0,NaN
Neotoma,quadriplicata,4.7,2.7,16,1,0.0063
Neotoma,sawrockensis,8.3,1.800,8,0,NaN
Neotoma,sp.,12.4,0.0093,144,8,0.0281
Neotoma,spelaea,0.9,0.4,4,0,NaN
Neotoma,stephensi,0.126,0.012,1,0,NaN
Neotoma,taylori,3.0,2.5,5,0,NaN
Neotoma,vaughani,4.7,4.7,3,0,NaN
Neotragocerus,improvisus,10.300,4.900,2,0,NaN
Neotragocerus,lindgreni,4.900,1.800,1,0,NaN
Neotragocerus,sp.,8.1,8.1,3,0,NaN
Nerterogeomys,anzensis,3.6,0.8,22,0,NaN
Nerterogeomys,garbanii,3.6,0.8,15,0,NaN
Nerterogeomys,minor,4.7,3.3,9,0,NaN
Nerterogeomys,paenebursarius,2.6,2.6,5,2,0.3819
Nerterogeomys,persimilis,3.2,0.300,10,0,NaN
Nerterogeomys,smithi,3.5,3.5,1,0,NaN
Nerterogeomys,sp.,4.900,1.800,1,1,0.5000
Nesophontes,edithae,2.588,0.012,1,0,NaN
Nesophontes,sp.,0.012,0.000,1,0,NaN
Neurotrichus,columbianus,9.7,9.7,1,0,NaN
Nexuotapirus,marslandensis,26.300,15.970,5,1,0.2500
Nexuotapirus,robustus,24.2,15.970,2,0,NaN
Niglarodon,blacki,24.6,24.1,1,0,NaN
Niglarodon,koerneri,28.3,28.2,5,1,0.0270
Niglarodon,loneyi,24.6,24.1,1,0,NaN
Niglarodon,petersonensis,24.1,24.1,1,1,0.0811
Niglarodon,progressus,24.6,24.1,1,0,NaN
Niglarodon,sp.,25.9,24.1,5,1,0.0270
Niglarodon,yeariani,24.1,24.1,2,2,0.5774
Nimravides,galiani,11.8,11.5,3,0,NaN
Nimravides,hibbardi,8.1,8.1,1,0,NaN
Nimravides,pedionomus,11.8,11.6,2,0,NaN
Nimravides,sp.,11.8,10.1,5,0,NaN
Nimravides,thinobates,11.7,8.8,9,0,NaN
Nimravus,brachyops,31.8,25.7,11,2,0.0990
Nimravus,sectator,24.0,24.0,1,1,0.3333
Nimravus,sp.,29.0,28.9,1,0,NaN
Ninoziphius,platyrostris,13.650,4.900,9,2,0.8660
Niptomomys,doreenae,56.8,54.4,19,0,NaN
Niptomomys,favorum,55.6,55.6,1,0,NaN
Niptomomys,sp.,55.8,53.4,6,3,0.0144
Niptomomys,thelmae,53.3,53.0,3,2,0.0128
Nonomys,gutzleri,37.9,37.8,1,0,NaN
Nonomys,simplicidens,36.6,35.6,2,0,NaN
Nonomys,sp.,46.200,40.400,1,1,0.0026
Notharctus,pugnax,49.5,46.4,4,0,NaN
Notharctus,robinsoni,52.0,50.2,37,29,0.1722
Notharctus,robustior,48.1,45.1,8,0,NaN
Notharctus,sp.,53.5,47.4,29,1,0.2222
Notharctus,tenebrosus,49.8,40.400,9,0,NaN
Notharctus,venticolus,52.5,46.200,15,0,NaN
Nothodipoides,planus,15.970,11.5,11,1,0.0123
Nothodipoides,stirtoni,12.3,12.2,2,0,NaN
Nothokemas,floridanus,21.7,15.970,3,0,NaN
Nothokemas,hidalgensis,18.6,18.6,1,0,NaN
Nothokemas,sp.,26.300,21.8,3,0,NaN
Nothokemas,waldropi,28.400,21.7,6,1,0.2308
Nothotylopus,camptognathus,11.7,11.7,1,0,NaN
Nothotylopus,sp.,15.3,13.6,5,0,NaN
Nothrotheriops,shastensis,2.0,0.02516,18,1,0.0029
Nothrotheriops,sp.,0.9,0.012,9,0,NaN
Nothrotheriops,texanus,4.900,0.5,7,0,NaN
Notiosorex,crawfordi,0.5,0.000,9,1,0.0663
Notiosorex,jacksoni,3.5,0.300,4,0,NaN
Notiosorex,repenningi,4.7,4.7,1,0,NaN
Notiosorex,sp.,6.1,0.012,7,0,NaN
Notiotitanops,mississippiensis,40.400,37.200,1,1,1.0000
Notolagus,lepusculus,4.7,2.6,8,0,NaN
Notolagus,sp.,10.1,0.300,2,0,NaN
Notolagus,velox,10.1,4.2,5,0,NaN
Notoparamys,arctios,54.5,54.5,1,0,NaN
Notoparamys,costilloi,53.7,53.7,1,0,NaN
Notoparamys,sp.,54.5,54.2,1,0,NaN
Nototamias,hulberti,20.430,15.970,1,1,0.2888
Nototamias,quadratus,26.300,23.9,4,1,0.0469
Nototamias,sp.,29.3,17.3,10,2,0.0300
Nycticeius,humeralis,0.126,0.012,1,0,NaN
Nyctitherium,celatum,53.7,51.8,1,0,NaN
Nyctitherium,christopheri,42.2,37.200,5,0,NaN
Nyctitherium,serotinum,52.1,40.400,10,1,0.0417
Nyctitherium,sp.,60.4,37.200,23,3,0.0093
Nyctitherium,velox,48.6,48.5,2,0,NaN
Ocajila,makpiyahe,33.6,26.300,4,1,0.0196
Ocajila,sp.,29.0,23.9,6,0,NaN
Ochotona,princeps,0.9,0.012,10,3,0.0518
Ochotona,sp.,7.4,0.0294,15,1,0.0200
Ochotona,spanglei,9.7,8.2,3,1,0.0374
Ochotona,whartoni,0.781,0.012,5,1,0.0120
Ochrotomys,nuttalli,0.3,0.012,6,0,NaN
Odobenus,rosmarus,0.4,0.000,56,25,0.9226
Odobenus,sp.,0.126,0.1,6,1,0.2500
Odocoileus,hemionus,0.3,0.000,19,5,0.0145
Odocoileus,sellardsiae,0.126,0.012,1,0,NaN
Odocoileus,sp.,4.7,0.000,87,6,0.1172
Odocoileus,verginianus,2.588,0.012,1,0,NaN
Odocoileus,virginianus,3.7,0.0093,97,5,0.1196
Oedolithax,mira,15.970,13.650,1,0,NaN
Ogmodontomys,pipecreekensis,9.9,9.9,1,0,NaN
