Taxon,Order,Family,Genus,Species,Equation,Predictor,Intercept,Slope,LnMass,m1L,m1W,otherL,otherW,MeasurementSource,Remarks
Eusmilus_cerebralis,Carnivora,Nimravidae,Eusmilus,cerebralis,Mustelidae,m1L,-3.04,3.48,6.69,16.4,5.6,NA,NA,Paleobiology Database,
Nimravus_brachyops,Carnivora,Nimravidae,Nimravus,brachyops,Mustelidae,m1L,-3.04,3.48,8.24,25.6,8.9,NA,NA,Paleobiology Database,
Arctonasua_eurybates,Carnivora,Procyonidae,Arctonasua,eurybates,Carnivores,m1L,1.681,2.97,9.68,14.8,11.1,NA,NA,Paleobiology Database,
Arctonasua_floridana,Carnivora,Procyonidae,Arctonasua,floridana,Carnivores,m1L,1.681,2.97,9.7,14.9,9.25,NA,NA,Paleobiology Database,
Arctonasua_gracilis,Carnivora,Procyonidae,Arctonasua,gracilis,Carnivores,m1L,1.681,2.97,9.09,12.1,7.1,NA,NA,Paleobiology Database,
Arctonasua_minima,Carnivora,Procyonidae,Arctonasua,minima,Carnivores,m1L,1.681,2.97,8.86,11.2,6.8,NA,NA,Paleobiology Database,
Bassaricyonoides_phyllismillerae,Carnivora,Procyonidae,Bassaricyonoides,phyllismillerae,Carnivores,m1L,1.681,2.97,7.89,8.1,4.5,NA,NA,Paleobiology Database,new genus
Bassariscus_antiquus,Carnivora,Procyonidae,Bassariscus,antiquus,Carnivores,m1L,1.681,2.97,7.54,7.19,3.5,NA,NA,Paleobiology Database,
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,astutus,Carnivores,m1L,1.681,2.97,7.65,7.45,3.85,NA,NA,Paleobiology Database,
Bassariscus_casei,Carnivora,Procyonidae,Bassariscus,casei,Carnivores,m1L,1.681,2.97,7.41,6.88,3.32,NA,NA,Paleobiology Database,
Bassariscus_parvus,Carnivora,Procyonidae,Bassariscus,parvus,Carnivores,m1L,1.681,2.97,7.43,6.94,3.33,NA,NA,Paleobiology Database,
Parapotos_tedfordi,Carnivora,Procyonidae,Parapotos,tedfordi,Carnivores,m1L,1.681,2.97,8.17,8.9,5.5,NA,NA,Paleobiology Database,new genus
Procyon_lotor,Carnivora,Procyonidae,Procyon,lotor,Carnivores,m1L,1.681,2.97,8.52,10,6.27,NA,NA,Paleobiology Database,
Protoprocyon_savagei,Carnivora,Procyonidae,Protoprocyon,savagei,Carnivores,m1L,1.681,2.97,7.42,6.9,4.7,NA,NA,Paleobiology Database,
Palaeogale_dorothiae,Carnivora,unknown,Palaeogale,dorothiae,Carnivores,m1L,1.681,2.97,6.41,4.92,2.13,NA,NA,Paleobiology Database,
Palaeogale_minuta,Carnivora,unknown,Palaeogale,minuta,Carnivores,m1L,1.681,2.97,5.79,3.99,1.35,NA,NA,Paleobiology Database,
Agriotherium_schneideri,Carnivora,Ursidae,Agriotherium,schneideri,Carnivores,m1L,1.681,2.97,12.78,42,21.9,NA,NA,Paleobiology Database,
Arctodus_pristinus,Carnivora,Ursidae,Arctodus,pristinus,Carnivores,m1L,1.681,2.97,11.46,26.9,14.3,NA,NA,Paleobiology Database,
Arctodus_simus,Carnivora,Ursidae,Arctodus,simus,Carnivores,m1L,1.681,2.97,12.02,32.5,17,NA,NA,Paleobiology Database,
Cephalogale_spp,Carnivora,Ursidae,Cephalogale,spp,Carnivores,m1L,1.681,2.97,11.48,27.05,NA,NA,NA,Hunt 1998b:181,midpoint of m1L range; possibly 3 unnamed spp.
Hemicyon_barbouri,Carnivora,Ursidae,Hemicyon,barbouri,Carnivores,m1L,1.681,2.97,11.73,29.5,13.5,NA,NA,Paleobiology Database,Hunt (1998b) placed this species in an unnamed new genus
Indarctos_oregonensis,Carnivora,Ursidae,Indarctos,oregonensis,Carnivores,m1L,1.681,2.97,12.62,39.8,21,NA,NA,Paleobiology Database,
Phoberocyon_johnhenryi,Carnivora,Ursidae,Phoberocyon,johnhenryi,Carnivores,m1L,1.681,2.97,12.1,33.4,NA,NA,NA,Hunt 1998b:181,midpoint of m1L range
Plionarctos_edensis,Carnivora,Ursidae,Plionarctos,edensis,Carnivores,m1L,1.681,2.97,10.95,22.7,NA,NA,NA,Hunt 1998b:184,midpoint of m1L range
Plithocyon_barstowensis,Carnivora,Ursidae,Plithocyon,barstowensis,Carnivores,m1L,1.681,2.97,11.86,30.75,NA,NA,NA,Hunt 1998b:181,midpoint of m1L range
Plithocyon_sp1,Carnivora,Ursidae,Plithocyon,sp1,Carnivores,m1L,1.681,2.97,11.33,25.8,NA,NA,NA,Hunt 1998b:181,midpoint of m1L range
Plithocyon_sp2,Carnivora,Ursidae,Plithocyon,sp2,Carnivores,m1L,1.681,2.97,11.6,28.2,NA,NA,NA,Hunt 1998b:181,
Plithocyon_ursinus,Carnivora,Ursidae,Plithocyon,ursinus,Carnivores,m1L,1.681,2.97,12.15,34,NA,NA,NA,Hunt 1998b:181,midpoint of m1L range
Ursavus_brevirhinus_cf,Carnivora,Ursidae,Ursavus,brevirhinus_cf,Carnivores,m1L,1.681,2.97,9.58,14.3,NA,NA,NA,Hunt 1998b:183,
Ursavus_pawniensis,Carnivora,Ursidae,Ursavus,pawniensis,Carnivores,m1L,1.681,2.97,11.03,23.3,NA,NA,NA,Hunt 1998b:183,
Ursavus_primaevus_cf,Carnivora,Ursidae,Ursavus,primaevus_cf,Carnivores,m1L,1.681,2.97,10.36,18.6,NA,NA,NA,Hunt 1998b:183,
Ursus_americanus,Carnivora,Ursidae,Ursus,americanus,Carnivores,m1L,1.681,2.97,10.52,19.6,9.39,NA,NA,Paleobiology Database,
Ursus_arctos,Carnivora,Ursidae,Ursus,arctos,Carnivores,m1L,1.681,2.97,11.18,24.5,14.9,NA,NA,Paleobiology Database,
Alilepus_spp,Lagomorpha,Leporidae,Alilepus,spp,Lagomorpha,LARL,-2.671,3.671,7.23,NA,NA,14.85,NA,Dawson 2008:302,midpoint of average p3-m3 alveolar length
Archaeolagus_acaricolus,Lagomorpha,Leporidae,Archaeolagus,acaricolus,Lagomorpha,m1L,3.002,4.468,6.36,2.12,2.27,NA,NA,Paleobiology Database,
Archaeolagus_emeraldensis,Lagomorpha,Leporidae,Archaeolagus,emeraldensis,Lagomorpha,m1L,3.002,4.468,7.76,2.9,2.9,NA,NA,Paleobiology Database,
Archaeolagus_ennisianus,Lagomorpha,Leporidae,Archaeolagus,ennisianus,Lagomorpha,m1L,3.002,4.468,6.97,2.43,2.4,NA,NA,Paleobiology Database,
Archaeolagus_macrocephalus,Lagomorpha,Leporidae,Archaeolagus,macrocephalus,Lagomorpha,m1L,3.002,4.468,7.51,2.74,3.05,NA,NA,Paleobiology Database,
Archaeolagus_primigenius,Lagomorpha,Leporidae,Archaeolagus,primigenius,Lagomorpha,m1L,3.002,4.468,7.34,2.64,2.68,NA,NA,Paleobiology Database,
Hypolagus_edensis,Lagomorpha,Leporidae,Hypolagus,edensis,Lagomorpha,m1L,3.002,4.468,6.5,2.19,2.44,NA,NA,Paleobiology Database,
Hypolagus_fontinalis,Lagomorpha,Leporidae,Hypolagus,fontinalis,Lagomorpha,m1L,3.002,4.468,7.1,2.5,2.53,NA,NA,Paleobiology Database,
Hypolagus_furlongi,Lagomorpha,Leporidae,Hypolagus,furlongi,Lagomorpha,m1L,3.002,4.468,6.52,2.2,2.6,NA,NA,Paleobiology Database,
Hypolagus_gidleyi,Lagomorpha,Leporidae,Hypolagus,gidleyi,Lagomorpha,m1L,3.002,4.468,7.6,2.8,3.1,NA,NA,Paleobiology Database,
Hypolagus_oregonensis,Lagomorpha,Leporidae,Hypolagus,oregonensis,Lagomorpha,m1L,3.002,4.468,7.76,2.9,3.4,NA,NA,Paleobiology Database,
Hypolagus_parviplicatus,Lagomorpha,Leporidae,Hypolagus,parviplicatus,Lagomorpha,m1L,3.002,4.468,7.44,2.7,2.85,NA,NA,Paleobiology Database,
Hypolagus_vetus,Lagomorpha,Leporidae,Hypolagus,vetus,Lagomorpha,m1L,3.002,4.468,7.97,3.04,3.18,NA,NA,Paleobiology Database,
Lepoides_lepoides,Lagomorpha,Leporidae,Lepoides,lepoides,Lagomorpha,LARL,-2.671,3.671,8.2,NA,NA,19.3,NA,Dawson 2008:300,midpoint of average p3-m3 alveolar length
Megalagus_abaconis,Lagomorpha,Leporidae,Megalagus,abaconis,Lagomorpha,m1L,3.002,4.468,7.02,2.46,2.46,NA,NA,Paleobiology Database,
Megalagus_primitivus,Lagomorpha,Leporidae,Megalagus,primitivus,Lagomorpha,m1L,3.002,4.468,8.06,3.1,2.9,NA,NA,Paleobiology Database,
Megalagus_turgidus,Lagomorpha,Leporidae,Megalagus,turgidus,Lagomorpha,m1L,3.002,4.468,8.03,3.08,3.24,NA,NA,Paleobiology Database,
Nekrolagus_progressus,Lagomorpha,Leporidae,Nekrolagus,progressus,Lagomorpha,LARL,-2.671,3.671,7.32,NA,NA,15.2,NA,Dawson 2008:302,p3-m3 alveolar length
Notolagus_lepusculus,Lagomorpha,Leporidae,Notolagus,lepusculus,Lagomorpha,m1L,3.002,4.468,5.92,1.92,2.24,NA,NA,Paleobiology Database,
Palaeolagus_burkei,Lagomorpha,Leporidae,Palaeolagus,burkei,Lagomorpha,m1L,3.002,4.468,5.73,1.84,1.74,NA,NA,Paleobiology Database,
Palaeolagus_hypsodus,Lagomorpha,Leporidae,Palaeolagus,hypsodus,Lagomorpha,m1L,3.002,4.468,6.52,2.2,2.23,NA,NA,Paleobiology Database,
Palaeolagus_philoi,Lagomorpha,Leporidae,Palaeolagus,philoi,Lagomorpha,m1L,3.002,4.468,7.1,2.5,2.53,NA,NA,Paleobiology Database,
Pewelagus_spp,Lagomorpha,Leporidae,Pewelagus,spp,Lagomorpha,LARL,-2.671,3.671,6.2,NA,NA,11.2,NA,Dawson 2008:300,average p3-m3 alveolar length
Pratilepus_kansasensis,Lagomorpha,Leporidae,Pratilepus,kansasensis,Lagomorpha,LARL,-2.671,3.671,6.88,NA,NA,13.5,NA,Dawson 2008:302,midpoint of average p3-m3 alveolar length
Pronotolagus_apachensis,Lagomorpha,Leporidae,Pronotolagus,apachensis,Lagomorpha,m1L,3.002,4.468,6.1,2,2.1,NA,NA,Paleobiology Database,
Pronotolagus_nevadensis,Lagomorpha,Leporidae,Pronotolagus,nevadensis,Lagomorpha,m1L,3.002,4.468,4.1,1.28,1.35,NA,NA,Paleobiology Database,
Pronotolagus_whitei,Lagomorpha,Leporidae,Pronotolagus,whitei,Lagomorpha,m1L,3.002,4.468,7.27,2.6,2.79,NA,NA,Paleobiology Database,
Cuyamalagus_dawsoni,Lagomorpha,Ochotonidae,Cuyamalagus,dawsoni,Lagomorpha,m1L,3.002,4.468,6.46,2.17,2.13,NA,NA,Paleobiology Database,
Desmatolagus_schizopterus,Lagomorpha,Ochotonidae,Desmatolagus,schizopterus,Lagomorpha,m1L,3.002,4.468,6.91,2.4,2.8,NA,NA,Paleobiology Database,
Gripholagomys_lavocati,Lagomorpha,Ochotonidae,Gripholagomys,lavocati,Lagomorpha,m1L,3.002,4.468,6.23,2.06,2.2,NA,NA,Paleobiology Database,
Hesperolagomys_fluviatilis,Lagomorpha,Ochotonidae,Hesperolagomys,fluviatilis,Lagomorpha,m1L,3.002,4.468,5.13,1.61,1.78,NA,NA,Paleobiology Database,
Hesperolagomys_galbreathi,Lagomorpha,Ochotonidae,Hesperolagomys,galbreathi,Lagomorpha,LARL,-2.671,3.671,5.01,NA,NA,8.1,NA,Clark et al 1964:table 2,p3-m3 alveolar length
Ochotona_spanglei,Lagomorpha,Ochotonidae,Ochotona,spanglei,Lagomorpha,m1L,3.002,4.468,5.24,1.65,1.65,NA,NA,Paleobiology Database,
Oklahomalagus_whisenhunti,Lagomorpha,Ochotonidae,Oklahomalagus,whisenhunti,Lagomorpha,m1L,3.002,4.468,5.96,1.94,2.3,NA,NA,Paleobiology Database,
Oreolagus_nebrascensis,Lagomorpha,Ochotonidae,Oreolagus,nebrascensis,Lagomorpha,m1L,3.002,4.468,5.82,1.88,1.87,NA,NA,Paleobiology Database,
Oreolagus_wallacei,Lagomorpha,Ochotonidae,Oreolagus,wallacei,Lagomorpha,m1L,3.002,4.468,5.87,1.9,1.8,NA,NA,Paleobiology Database,
Oreolagus_wilsoni,Lagomorpha,Ochotonidae,Oreolagus,wilsoni,Lagomorpha,m1L,3.002,4.468,5.99,1.95,1.88,NA,NA,Paleobiology Database,
Russellagus_vonhofi,Lagomorpha,Ochotonidae,Russellagus,vonhofi,Lagomorpha,LARL,-2.671,3.671,5.37,NA,NA,8.95,NA,Dawson 2008:304,average p3-m3L
Ankylodon_annectens,Lipotyphla,Amphilemuridae,Ankylodon,annectens,Insectivora,m1LxW,1.726,1.628,3.41,1.83,1.54,NA,NA,Paleobiology Database,
Amphechinus_horncloudi,Lipotyphla,Erinaceidae,Amphechinus,horncloudi,Insectivora,m1LxW,1.726,1.628,5.17,3.6,2.3,NA,NA,Paleobiology Database,
Brachyerix_incertis,Lipotyphla,Erinaceidae,Brachyerix,incertis,Insectivora,m1LxW,1.726,1.628,4.38,3,1.7,NA,NA,Paleobiology Database,
Brachyerix_macrotis,Lipotyphla,Erinaceidae,Brachyerix,macrotis,Insectivora,m1LxW,1.726,1.628,4.88,3.71,1.87,NA,NA,Paleobiology Database,
Brachyerix_richi,Lipotyphla,Erinaceidae,Brachyerix,richi,Insectivora,m1LxW,1.726,1.628,5.83,4.81,2.58,NA,NA,Paleobiology Database,
Lantanotherium_sawini,Lipotyphla,Erinaceidae,Lantanotherium,sawini,Insectivora,m1LxW,1.726,1.628,4.52,2.92,1.9,NA,NA,Paleobiology Database,
Metechinus_nevadensis,Lipotyphla,Erinaceidae,Metechinus,nevadensis,Insectivora,m1LxW,1.726,1.628,6.12,5.05,2.95,NA,NA,Paleobiology Database,
Parvericius_montanus,Lipotyphla,Erinaceidae,Parvericius,montanus,Insectivora,m1LxW,1.726,1.628,3.72,2.27,1.5,NA,NA,Paleobiology Database,
Parvericius_voorhiesi,Lipotyphla,Erinaceidae,Parvericius,voorhiesi,Insectivora,m1LxW,1.726,1.628,3.36,2.08,1.31,NA,NA,Paleobiology Database,
Stenoechinus_tantalus,Lipotyphla,Erinaceidae,Stenoechinus,tantalus,Insectivora,m1LxW,1.726,1.628,3.88,2.5,1.5,NA,NA,Paleobiology Database,
Untermannerix_copiosus,Lipotyphla,Erinaceidae,Untermannerix,copiosus,Insectivora,m1LxW,1.726,1.628,4.8,3.11,2.12,NA,NA,Paleobiology Database,
Centetodon_divaricatus,Lipotyphla,Geolabididae,Centetodon,divaricatus,Insectivora,m1LxW,1.726,1.628,3.42,2.21,1.28,NA,NA,Paleobiology Database,
Centetodon_magnus,Lipotyphla,Geolabididae,Centetodon,magnus,Insectivora,m1LxW,1.726,1.628,3.51,2.19,1.37,NA,NA,Paleobiology Database,
Micropternodus_morgani,Lipotyphla,Micropternodontidae,Micropternodus,morgani,Insectivora,m1LxW,1.726,1.628,4.28,2.4,2,NA,NA,Paleobiology Database,
Plesiosorex_obfuscatus,Lipotyphla,Plesiosoricidae,Plesiosorex,obfuscatus,Insectivora,m1LxW,1.726,1.628,3.53,2.19,1.38,NA,NA,Paleobiology Database,
Plesiosorex_coloradensis,Lipotyphla,Plesiosoricidae,Plesiosorex,coloradensis,Insectivora,m1LxW,1.726,1.628,5.26,3.8,2.3,NA,NA,Paleobiology Database,
Plesiosorex_donroosai,Lipotyphla,Plesiosoricidae,Plesiosorex,donroosai,Insectivora,m1LxW,1.726,1.628,6.53,5.47,3.49,NA,NA,Paleobiology Database,
Mesoscalops_montanensis,Lipotyphla,Proscalopidae,Mesoscalops,montanensis,Insectivora,m1LxW,1.726,1.628,4.45,2.8,1.9,NA,NA,Paleobiology Database,
Mesoscalops_scopelotemos,Lipotyphla,Proscalopidae,Mesoscalops,scopelotemos,Insectivora,m1LxW,1.726,1.628,4.56,2.76,2.06,NA,NA,Paleobiology Database,
Proscalops_secundus,Lipotyphla,Proscalopidae,Proscalops,secundus,Insectivora,m1LxW,1.726,1.628,4.29,2.55,1.9,NA,NA,Paleobiology Database,
Proscalops_tertius,Lipotyphla,Proscalopidae,Proscalops,tertius,Insectivora,m1LxW,1.726,1.628,4.57,2.79,2.06,NA,NA,Paleobiology Database,
Adeloblarina_berklandi,Lipotyphla,Soricidae,Adeloblarina,berklandi,Insectivora,m1LxW,1.726,1.628,2.54,1.65,1,NA,NA,Paleobiology Database,
Alluvisorex_arcadentes,Lipotyphla,Soricidae,Alluvisorex,arcadentes,Insectivora,m1LxW,1.726,1.628,1.74,1.31,0.769,NA,NA,Paleobiology Database,
Anchiblarinella_wakeeneyensis,Lipotyphla,Soricidae,Anchiblarinella,wakeeneyensis,Insectivora,m1LxW,1.726,1.628,1.94,1.36,0.84,NA,NA,Paleobiology Database,
Angustidens_vireti,Lipotyphla,Soricidae,Angustidens,vireti,Insectivora,m1LxW,1.726,1.628,2.9,1.75,1.175,NA,NA,Wilson 1960:36,Sorex in Wilson (1960)
Antesorex_compressus,Lipotyphla,Soricidae,Antesorex,compressus,Insectivora,m1LxW,1.726,1.628,1.85,1.2,0.9,NA,NA,Wilson 1960:36,Sorex in Wilson (1960)
Blarina_brevicauda,Lipotyphla,Soricidae,Blarina,brevicauda,Insectivora,m1LxW,1.726,1.628,2.93,1.89,1.11,NA,NA,Paleobiology Database,
Blarina_carolinensis,Lipotyphla,Soricidae,Blarina,carolinensis,Insectivora,m1LxW,1.726,1.628,2.56,1.69,0.99,NA,NA,Paleobiology Database,
Crusafontia_magna,Lipotyphla,Soricidae,Crusafontia,magna,Insectivora,m1LxW,1.726,1.628,3.56,2.3,1.34,NA,NA,Bown 1980:table 5,Anouroneomys in Bown (1980)
Crusafontia_minima,Lipotyphla,Soricidae,Crusafontia,minima,Insectivora,m1LxW,1.726,1.628,2.66,1.815,0.97875,NA,NA,Bown 1980:table 6,Anouroneomys in Bown (1980)
Cryptotis_adamsi,Lipotyphla,Soricidae,Cryptotis,adamsi,Insectivora,m1LxW,1.726,1.628,2.59,1.55,1.1,NA,NA,Paleobiology Database,
Domnina_dakotensis,Lipotyphla,Soricidae,Domnina,dakotensis,Insectivora,m1LxW,1.726,1.628,3.35,2.08,1.3,NA,NA,Paleobiology Database,
Domnina_gradata,Lipotyphla,Soricidae,Domnina,gradata,Insectivora,m1LxW,1.726,1.628,3.6,2.14,1.48,NA,NA,Paleobiology Database,
Domnina_greeni,Lipotyphla,Soricidae,Domnina,greeni,Insectivora,m1LxW,1.726,1.628,3.52,2.2,1.37,NA,NA,Paleobiology Database,
Ingentisorex_tumididens,Lipotyphla,Soricidae,Ingentisorex,tumididens,Insectivora,m1LxW,1.726,1.628,4.49,3.04,1.8,NA,NA,Paleobiology Database,
Limnoecus_niobrarensis,Lipotyphla,Soricidae,Limnoecus,niobrarensis,Insectivora,m1LxW,1.726,1.628,1.97,1.36,0.855,NA,NA,Paleobiology Database,
Limnoecus_tricuspis,Lipotyphla,Soricidae,Limnoecus,tricuspis,Insectivora,m1LxW,1.726,1.628,1.63,1.24,0.759,NA,NA,Paleobiology Database,
Paracryptotis_gidleyi,Lipotyphla,Soricidae,Paracryptotis,gidleyi,Insectivora,m1LxW,1.726,1.628,3.34,2.14,1.26,NA,NA,Paleobiology Database,
Paracryptotis_rex,Lipotyphla,Soricidae,Paracryptotis,rex,Insectivora,m1LxW,1.726,1.628,3.74,2.44,1.41,NA,NA,Paleobiology Database,
Paradomnina_relictus,Lipotyphla,Soricidae,Paradomnina,relictus,Insectivora,m1LxW,1.726,1.628,3.17,2.09,1.16,NA,NA,Paleobiology Database,
Pseudotrimylus_blacki,Lipotyphla,Soricidae,Pseudotrimylus,blacki,Insectivora,m1LxW,1.726,1.628,3.89,2.32,1.63,NA,NA,Paleobiology Database,
Sorex_cinereus,Lipotyphla,Soricidae,Sorex,cinereus,Insectivora,m1LxW,1.726,1.628,1.49,1.33,0.65,NA,NA,Paleobiology Database,
Sorex_cudahyensis,Lipotyphla,Soricidae,Sorex,cudahyensis,Insectivora,m1LxW,1.726,1.628,1.89,1.38,0.8,NA,NA,Paleobiology Database,
Sorex_lacustris,Lipotyphla,Soricidae,Sorex,lacustris,Insectivora,m1LxW,1.726,1.628,2.4,1.64,0.92,NA,NA,Paleobiology Database,
Sorex_megapalustris,Lipotyphla,Soricidae,Sorex,megapalustris,Insectivora,m1LxW,1.726,1.628,2.89,1.82,1.12,NA,NA,Paleobiology Database,
Sorex_meltoni,Lipotyphla,Soricidae,Sorex,meltoni,Insectivora,m1LxW,1.726,1.628,1.24,1.16,0.64,NA,NA,Paleobiology Database,
Sorex_powersi,Lipotyphla,Soricidae,Sorex,powersi,Insectivora,m1LxW,1.726,1.628,2.05,1.47,0.83,NA,NA,Paleobiology Database,
Sorex_pratensis,Lipotyphla,Soricidae,Sorex,pratensis,Insectivora,m1LxW,1.726,1.628,2.01,1.4,0.85,NA,NA,Paleobiology Database,
Tregosorex_holmani,Lipotyphla,Soricidae,Tregosorex,holmani,Insectivora,m1LxW,1.726,1.628,3.29,1.94,1.35,NA,NA,Paleobiology Database,
Wilsonosorex_bateslandensis,Lipotyphla,Soricidae,Wilsonosorex,bateslandensis,Insectivora,m1LxW,1.726,1.628,2.92,1.6,1.3,NA,NA,Paleobiology Database,
Wilsonosorex_conulatus,Lipotyphla,Soricidae,Wilsonosorex,conulatus,Insectivora,m1LxW,1.726,1.628,3.23,1.8,1.4,NA,NA,Paleobiology Database,
Achlyoscapter_longirostris,Lipotyphla,Talpidae,Achlyoscapter,longirostris,Insectivora,m1LxW,1.726,1.628,2.48,1.59,1,NA,NA,Paleobiology Database,
Domninoides_hessei,Lipotyphla,Talpidae,Domninoides,hessei,Insectivora,m1LxW,1.726,1.628,5.01,3,2.5,NA,NA,Paleobiology Database,
Domninoides_mimicus,Lipotyphla,Talpidae,Domninoides,mimicus,Insectivora,m1LxW,1.726,1.628,4.91,2.91,2.43,NA,NA,Paleobiology Database,
Domninoides_riparensis,Lipotyphla,Talpidae,Domninoides,riparensis,Insectivora,m1LxW,1.726,1.628,4.04,2.3,1.8,NA,NA,Paleobiology Database,
Domninoides_valentinensis,Lipotyphla,Talpidae,Domninoides,valentinensis,Insectivora,m1LxW,1.726,1.628,4.35,2.5,2,NA,NA,Paleobiology Database,
Gaillardia_thomsoni,Lipotyphla,Talpidae,Gaillardia,thomsoni,Insectivora,m1LxW,1.726,1.628,4.23,2.45,1.9,NA,NA,Paleobiology Database,
Lemoynea_biradicularis,Lipotyphla,Talpidae,Lemoynea,biradicularis,Insectivora,m1LxW,1.726,1.628,3.82,2.2,1.65,NA,NA,Bown 1980:table 7,
Mystipterus_martini,Lipotyphla,Talpidae,Mystipterus,martini,Insectivora,m1LxW,1.726,1.628,3.38,1.97,1.4,NA,NA,Paleobiology Database,
Mystipterus_pacificus,Lipotyphla,Talpidae,Mystipterus,pacificus,Insectivora,m1LxW,1.726,1.628,2.7,1.6,1.14,NA,NA,Paleobiology Database,
Mystipterus_vespertilio,Lipotyphla,Talpidae,Mystipterus,vespertilio,Insectivora,m1LxW,1.726,1.628,2.25,1.43,0.965,NA,NA,Paleobiology Database,
Quadrodens_wilsoni,Lipotyphla,Talpidae,Quadrodens,wilsoni,Insectivora,m1LxW,1.726,1.628,3.83,2.33,1.56,NA,NA,Paleobiology Database,
Scalopoides_isodens,Lipotyphla,Talpidae,Scalopoides,isodens,Insectivora,m1LxW,1.726,1.628,3.47,1.95,1.5,NA,NA,Paleobiology Database,
Scalopoides_ripafodiator,Lipotyphla,Talpidae,Scalopoides,ripafodiator,Insectivora,m1LxW,1.726,1.628,3.31,1.88,1.41,NA,NA,Paleobiology Database,
Scapanoscapter_simplicidens,Lipotyphla,Talpidae,Scapanoscapter,simplicidens,Insectivora,m1LxW,1.726,1.628,4.07,2.46,1.72,NA,NA,Paleobiology Database,
Scapanus_proceridens,Lipotyphla,Talpidae,Scapanus,proceridens,Insectivora,m1LxW,1.726,1.628,4.18,2.31,1.95,NA,NA,Paleobiology Database,
Moropus_elatus,Perissodactyla,Chalicotheriidae,Moropus,elatus,Ungulates,m1LxW,3.757,1.516,13.47,32,19,NA,NA,Paleobiology Database,
Moropus_oregonensis,Perissodactyla,Chalicotheriidae,Moropus,oregonensis,Ungulates,m1LxW,3.757,1.516,12.15,21,12.1,NA,NA,Paleobiology Database,
Tylocephalonyx_sp,perissodactyla,Chalicotheriidae,Tylocephalonyx,sp,Ungulates,m2L,2.366,3.076,14.21,NA,NA,47,25,Original (UCMP 115867),m2L and m2W
Acritohippus_isonesus,Perissodactyla,Equidae,Acritohippus,isonesus,Ungulates,m1LxW,3.757,1.516,11.82,19.6,10.4,NA,NA,Paleobiology Database,
Acritohippus_quinni,Perissodactyla,Equidae,Acritohippus,quinni,Ungulates,m1LxW,3.757,1.516,12.09,20.8,11.7,NA,NA,Paleobiology Database,
Anchippus_texanus,Perissodactyla,Equidae,Anchippus,texanus,Ungulates,m1LxW,3.757,1.516,11.54,14.6,11.6,NA,NA,Paleobiology Database,
Anchitherium_clarencei,Perissodactyla,Equidae,Anchitherium,clarencei,Ungulates,m1LxW,3.757,1.516,12.35,20.6,14.1,NA,NA,Paleobiology Database,
Anchitherium_navasotae,Perissodactyla,Equidae,Anchitherium,navasotae,Ungulates,m1LxW,3.757,1.516,11.95,17.4,12.8,NA,NA,Paleobiology Database,
Archaeohippus_blackbergi,Perissodactyla,Equidae,Archaeohippus,blackbergi,Ungulates,m1LxW,3.757,1.516,10.41,10.5,7.68,NA,NA,Paleobiology Database,
Archaeohippus_mourningi,Perissodactyla,Equidae,Archaeohippus,mourningi,Ungulates,m1LxW,3.757,1.516,10.9,12.2,9.09,NA,NA,Paleobiology Database,
Archaeohippus_penultimus,Perissodactyla,Equidae,Archaeohippus,penultimus,Ungulates,m1LxW,3.757,1.516,11.18,14.4,9.3,NA,NA,Paleobiology Database,
Astrohippus_stocki_cf,Perissodactyla,Equidae,Astrohippus,stocki_cf,Ungulates,m1LxW,3.757,1.516,12.16,19.96,12.83,NA,NA,Original (UCMP 131974),
Calippus_cerasinus,Perissodactyla,Equidae,Calippus,cerasinus,Ungulates,m1LxW,3.757,1.516,11.31,16.9,8.61,NA,NA,Paleobiology Database,
Calippus_elachistus,Perissodactyla,Equidae,Calippus,elachistus,Ungulates,m1LxW,3.757,1.516,10.67,12.9,7.4,NA,NA,Paleobiology Database,
Calippus_hondurensis,Perissodactyla,Equidae,Calippus,hondurensis,Ungulates,m1LxW,3.757,1.516,11.18,15.7,8.5,NA,NA,Paleobiology Database,
Calippus_martini,Perissodactyla,Equidae,Calippus,martini,Ungulates,m1LxW,3.757,1.516,11.69,21,8.91,NA,NA,Paleobiology Database,
Calippus_placidus,Perissodactyla,Equidae,Calippus,placidus,Ungulates,m1LxW,3.757,1.516,11.28,16.5,8.66,NA,NA,Paleobiology Database,
Calippus_proplacidus,Perissodactyla,Equidae,Calippus,proplacidus,Ungulates,m1LxW,3.757,1.516,11.08,16.5,7.59,NA,NA,Paleobiology Database,
Calippus_regulus,Perissodactyla,Equidae,Calippus,regulus,Ungulates,m1LxW,3.757,1.516,10.72,14.3,6.9,NA,NA,Paleobiology Database,
Cormohipparion_emsliei,Perissodactyla,Equidae,Cormohipparion,emsliei,Ungulates,M2LxW,2.792,1.518,11.79,NA,NA,19.5,19.2,Hulbert 1987:table 1,M2L and M2W
Cormohipparion_fricki,Perissodactyla,Equidae,Cormohipparion,fricki,Ungulates,M2LxW,2.792,1.518,12.32,NA,NA,23.6,22.5,Woodburne 2007:table 15,M2L and M2W
Cormohipparion_goorisi,Perissodactyla,Equidae,Cormohipparion,goorisi,Ungulates,m1LxW,3.757,1.516,11.75,17,11.5,NA,NA,Paleobiology Database,Merychippus goorisi in Paleobiology Database
